007;007-01;;
Kriminal Goodsoftware Breaking [KGB];kgb-14;;
Kriminal Goodsoftware Breaking [KGB];kgb-15;;
Kriminal Goodsoftware Breaking [KGB];kgb-16;;
KGB (HU);kgb_hu-01;;
KGB (NO);kgb_no-01;;
KGB (NO);kgb_no-02;;
Kikn Incorporated;kikn-01;;
The Killers;killers-01;;
The Kings;kings-01;;
Kiss;kiss-01;;
Knickers;knickers-01;;
Knickers;knickers-02;;
Knickers;knickers-03;;
Knickers;knickers-04;;
Knacki Software Crew [KNS];kns-01;20.10.1987;
Knacki Software Crew [KNS];kns-02;;
Kings of Imports [KOI];koi-01;;
Kottan;kottan-01;;
Killer Rats Association [KRA];kra-01;;
Krabat Crew;krabat-01;;
Krabat Crew;krabat-02;;
Krabat Crew;krabat-03;;
Krabat Crew+MegaVision;krabat_mgv-01;;
Kräckers;krs-01;;
Krush;krush-01;;
Krynn Limited;krynn-01;;
Karlsquell Serwiss [KSWS];ksws-01;;
Karlsquell Serwiss [KSWS];ksws-02;;
Lamers II Loosers;l2l-01;;
Level 64;l64-01;;
Level 64;l64-02;;
Level 64;l64-03;;
Lad;lad-01;;
The Lamer Force [TLF];lamer-01;;
The Lamer Force [TLF];lamer-02;;
The Lamer Force [TLF];lamer-03;;
Lap Dancers;lapdancers-01;;
Lap Dancers;lapdancers-02;;
Lap Dancers;lapdancers-03;;
Lap Dancers;lapdancers-04;;
Lap Dancers;lapdancers-05;;
Laser;laser-01;1985;
Laser;laser-02;44-40-3267;
Laser;laser-03;28/07/94;
Laser;laser-04;44-40-3267;
Laser;laser-05;;
Laser;laser-06;;
Laser;laser-07;;
Laser;laser-08;;
Laser;laser-09;;
Laser;laser-10;;
Laser;laser-11;;
Laser;laser-12;;
Laser;laser-13;;
Laser;laser-14;;
Laser;laser-15;;
Laser;laser-16;;
Laser;laser-17;;
Laser;laser-18;;
Laser;laser-19;;
Laser;laser-20;;
Lawless;lawless-01;;
Lazer;lazer-01;;
Lazer;lazer-02;;
Lazer;lazer-03;;
Lazer;lazer-04;;
Lazer;lazer-05;;
Lazer;lazer-06;;
Lazer;lazer-07;;
Lazer;lazer-08;;
Lazer;lazer-09;;
Lazer;lazer-10;;
Lazer;lazer-11;;
Lazer;lazer-12;;
Lazer;lazer-13;;
Lazer;lazer-14;;
Lazer;lazer-15;;
Lazer;lazer-16;;
Lazer;lazer-17;;
Lazer;lazer-18;;
Lazer;lazer-19;;
Lazer;lazer-20;;
Lazer;lazer-21;;
Lazer;lazer-22;;
Lazer;lazer-23;;
Lazer;lazer-24;;
Lazer;lazer-25;;
Lazer;lazer-26;;
Lazer;lazer-27;;
Lazer;lazer-28;;
Lazer;lazer-29;;
Lazer;lazer-30;;
Lazer;lazer-31;;
Lazer;lazer-32;;
Lazer;lazer-33;;
Lame Brains;lbs-01;;
Two Live Crew [2LC];lc-01;;
Libyan Cracking Commando [LCC];lcc-01;;
Libyan Cracking Commando [LCC];lcc-02;;
Lonely Cracker Man [LCM];lcm-01;;
Little Computer People;lcp-01;;
Little Computer People;lcp-02;;
Little Computer People;lcp-03;;
Little Computer People;lcp-04;;
Little Computer People;lcp-05;;
Little Computer People;lcp-06;;
Little Computer People;lcp-07;;
Little Computer People+Atmosphere;lcp_atm-01;;
Licence Destroyers Army [LDA];lda-01;;
Licence Destroyers Army [LDA];lda-02;;
Licence Destroyers Army [LDA];lda-03;20-12-1986;
Leaders;leaders-01;;
The Legendary ABC;legabc-01;;
The Legendary ABC;legabc-02;;
Legacy;legacy-01;1992;
Legacy;legacy-02;;
Legacy;legacy-03;;
Legacy;legacy-04;;
Legacy;legacy-05;;
Legacy;legacy-06;;
Legacy;legacy-07;;
Legacy;legacy-08;;
Legacy;legacy-09;;
Legacy;legacy-10;;
Legacy;legacy-11;;
Legacy;legacy-12;;
Legacy;legacy-13;;
Legacy;legacy-14;;
Legacy;legacy-15;;
Legacy;legacy-16;;
Legacy;legacy-17;;
Legacy;legacy-18;;
Legacy;legacy-19;;
Legacy;legacy-20;;
Legacy;legacy-21;;
Legacy;legacy-22;;
Legacy;legacy-23;;
Legend;legend-01;;
Legend;legend-02;;
Legend;legend-03;;
Legend;legend-04;;
Legend;legend-05;;
Legend;legend-06;;
Legend;legend-07;;
Legend;legend-08;;
Legend;legend-09;;
Legend;legend-10;;
Legend;legend-11;;
Legend;legend-12;20.30.530;
Legend;legend-13;;
Legend;legend-14;;
Legend;legend-15;;
Legend;legend-16;;
Legend;legend-17;;
Legend;legend-18;;
Legend;legend-19;15/03/91;
Legend;legend-20;;
Legend;legend-21;06/07/90;
Legend;legend-22;;
Legend;legend-23;;
Legend;legend-24;;
Legend;legend-25;0-1-2;
Legend;legend-26;;
Legend;legend-27;;
Legend;legend-28;;
Legend;legend-29;;
Legend;legend-30;;
Legend;legend-31;;
Legend;legend-32;;
Legend;legend-33;;
Legend;legend-34;;
Legend;legend-35;;
Legend;legend-36;;
Legend;legend-37;;
Legend;legend-38;;
Legend;legend-39;16/9/4;
Legend;legend-40;;
Legend;legend-41;;
Legend;legend-42;;
Legend;legend-43;;
Legend;legend-44;;
Legend+Federation Against Copyright;legend_fac-01;;
Legend (NZ);legend_nz-01;;
Legend (NZ);legend_nz-02;;
Legion;legion-01;;
Lepsi;lepsi-01;;
Lepsi;lepsi-02;;
Lepsi;lepsi-03;;
Lepsi;lepsi-04;;
Lepsi;lepsi-05;;
Lepsi;lepsi-06;;
Lepsi;lepsi-07;;
Lepsi;lepsi-08;;
Lepsi;lepsi-09;;
Lethal;lethal-01;;
Lethal (US);lethal_us-01;;
Lethal (US);lethal_us-02;;
Lethargy;lethargy-01;;
Lethargy;lethargy-02;;
Lethargy;lethargy-03;;
Lethargy;lethargy-04;;
Lethargy;lethargy-05;;
Lethargy;lethargy-06;;
Lethargy;lethargy-07;;
Le Trio;letrio-01;;
Level 42;level42-01;;
Level 42;level42-02;;
LFK Cracking Service;lfk-01;1986;
LFK Cracking Service;lfk-02;1986;
LFK Cracking Service;lfk-03;;
LHS Crew;lhs-01;;
Lifeless Incorporated;lifeless-01;;
Lifeless Incorporated;lifeless-02;;
Lifeless Incorporated;lifeless-03;;
Twilight [TWI];light-01;;
Skylight Designs;light-02;;
Skylight Designs;light-03;;
Skylight Designs;light-04;;
Skylight Designs;light-05;;
Skylight Designs;light-06;;
Skylight Designs;light-07;;
Skylight Designs;light-08;;
Light;light-09;;
Light;light-10;;
Light;light-11;;
Light;light-12;;
Light;light-13;;
Light;light-14;;
Light;light-15;;
Light;light-16;;
Lightning;lightning-01;;
The Limit Crew [TLC];limit-01;;
Lindenstrasse;lindenstrasse-01;;
Team Frontline;line-01;2009;
Lions;lions-01;;
Lions;lions-02;18-6-88;
Lions;lions-03;;
Lions;lions-04;;
Lions;lions-05;;
Lions;lions-06;;
Lions;lions-07;;
Lizard;lizard-01;;
The Underline+Lucky Luke;ll-01;29.20.51;
Legend+North East Importers;l_nei-01;;
Legend+North East Importers;l_nei-02;7/92/8;
Lore of Arts [LOA];loa-01;;
Lore of Arts [LOA];loa-02;;
Lore of Arts [LOA];loa-03;;
Lore of Arts [LOA];loa-04;;
Lore of Arts [LOA];loa-05;;
Lore of Arts [LOA];loa-06;;
Lords Of Commodore [LOC];loc-01;;
Legion of Doom [LOD];lod-01;;
Looser;looser-01;;
Lamers on Parade;lop-01;;
Lord Vader;lordv-01;;
L´Oréal Hamburg;loreal-01;;
Lotus [LT];lotus-01;;
Lotus [LT];lotus-02;;
Lotus [LT];lotus-03;;
Lotus [LT];lotus-04;;
Lotus [LT];lotus-05;;
Lotus [LT];lotus-06;;
Life+Riffs;l_r-01;1989;
Life+Riffs;l_r-02;;
Life+Riffs;l_r-03;;
Life+Riffs;l_r-04;;
Life+Riffs;l_r-05;;
Life+Riffs;l_r-06;;
Life+Riffs;l_r-07;;
Life+Riffs;l_r-08;;
Lamers 'r Us;lru-01;;
Lamers 'r Us;lru-02;;
Lamers 'r Us;lru-03;;
Lamers 'r Us;lru-04;;
Laser Incorporated [LSD];lsd-01;;
Laser Incorporated [LSD];lsd-02;;
Laser Incorporated [LSD];lsd-03;;
Laser Incorporated [LSD];lsd-04;;
Laser Incorporated [LSD];lsd-05;;
Laser Incorporated [LSD];lsd-06;;
Laser Incorporated [LSD];lsd-07;;
Laser Incorporated [LSD];lsd-08;;
Laser Incorporated [LSD];lsd-09;;
Laser Incorporated [LSD];lsd-10;;
Laser Incorporated [LSD];lsd-11;;
Laser Incorporated [LSD];lsd-12;;
Lightning Software Distributers [LSD];lsd_us-01;;
Lightning Software Distributers [LSD];lsd_us-02;;
Limburgia Soft Team [LST];lst-01;;
Lithium;lth-01;;
Lithium;lth-02;;
Lithium;lth-03;;
Lithium;lth-04;;
Lithium;lth-05;;
Lithium;lth-06;;
Lithium;lth-07;;
Lithium;lth-08;;
Lithium+Rave;lth_rave-01;;
Lithium+Rave;lth_rave-02;;
Lithium+Rave;lth_rave-03;;
Lithium+Rave;lth_rave-04;;
Looney Tunes Importers [LTI];lti-01;;
Lutschers;lts-01;;
Lutschers;lts-02;;
Lutschers;lts-03;;
Lucifer Crackware;lucifer-01;;
Luke Skywalker;lukesw-01;;
Lurid+Tricycle [L+T];lurid-01;;
Lurid+Tricycle [L+T];lurid-02;;
Laxity [LXT];lxt-01;3.6.5;
Laxity [LXT];lxt-02;;
Laxity [LXT];lxt-03;99/09/23;
Laxity [LXT];lxt-04;;
Laxity [LXT];lxt-05;;
Laxity [LXT];lxt-06;;
Laxity [LXT];lxt-07;;
Laxity [LXT];lxt-08;1997;
Laxity [LXT];lxt-09;;
Laxity [LXT];lxt-100;;
Laxity [LXT];lxt-101;;
Laxity [LXT];lxt-102;;
Laxity [LXT];lxt-103;;
Laxity [LXT];lxt-104;;
Laxity [LXT];lxt-105;;
Laxity [LXT];lxt-106;;
Laxity [LXT];lxt-107;;
Laxity [LXT];lxt-108;;
Laxity [LXT];lxt-109;;
Laxity [LXT];lxt-10;;
Laxity [LXT];lxt-110;;
Laxity [LXT];lxt-111;;
Laxity [LXT];lxt-112;;
Laxity [LXT];lxt-113;;
Laxity [LXT];lxt-114;;
Laxity [LXT];lxt-115;;
Laxity [LXT];lxt-116;;
Laxity [LXT];lxt-117;;
Laxity [LXT];lxt-118;;
Laxity [LXT];lxt-119;;
Laxity [LXT];lxt-11;1997;
Laxity [LXT];lxt-120;;
Laxity [LXT];lxt-121;;
Laxity [LXT];lxt-122;;
Laxity [LXT];lxt-123;;
Laxity [LXT];lxt-124;;
Laxity [LXT];lxt-125;;
Laxity [LXT];lxt-126;;
Laxity [LXT];lxt-127;;
Laxity [LXT];lxt-128;;
Laxity [LXT];lxt-129;;
Laxity [LXT];lxt-12;;
Laxity [LXT];lxt-130;;
Laxity [LXT];lxt-13;;
Laxity [LXT];lxt-14;;
Laxity [LXT];lxt-15;;
Laxity [LXT];lxt-16;;
Laxity [LXT];lxt-17;;
Laxity [LXT];lxt-18;;
Laxity [LXT];lxt-19;;
Laxity [LXT];lxt-20;;
Laxity [LXT];lxt-21;;
Laxity [LXT];lxt-22;;
Laxity [LXT];lxt-23;;
Laxity [LXT];lxt-24;;
Laxity [LXT];lxt-25;;
Laxity [LXT];lxt-26;;
Laxity [LXT];lxt-27;;
Laxity [LXT];lxt-28;;
Laxity [LXT];lxt-29;;
Laxity [LXT];lxt-30;;
Laxity [LXT];lxt-31;;
Laxity [LXT];lxt-32;;
Laxity [LXT];lxt-33;;
Laxity [LXT];lxt-34;;
Laxity [LXT];lxt-35;;
Laxity [LXT];lxt-36;;
Laxity [LXT];lxt-37;;
Laxity [LXT];lxt-38;;
Laxity [LXT];lxt-39;;
Laxity [LXT];lxt-40;;
Laxity [LXT];lxt-41;;
Laxity [LXT];lxt-42;;
Laxity [LXT];lxt-43;;
Laxity [LXT];lxt-44;;
Laxity [LXT];lxt-45;;
Laxity [LXT];lxt-46;;
Laxity [LXT];lxt-47;;
Laxity [LXT];lxt-48;;
Laxity [LXT];lxt-49;;
Laxity [LXT];lxt-50;;
Laxity [LXT];lxt-51;;
Laxity [LXT];lxt-52;;
Laxity [LXT];lxt-53;;
Laxity [LXT];lxt-54;;
Laxity [LXT];lxt-55;;
Laxity [LXT];lxt-56;;
Laxity [LXT];lxt-57;;
Laxity [LXT];lxt-58;;
Laxity [LXT];lxt-59;;
Laxity [LXT];lxt-60;;
Laxity [LXT];lxt-61;;
Laxity [LXT];lxt-62;;
Laxity [LXT];lxt-63;;
Laxity [LXT];lxt-64;;
Laxity [LXT];lxt-65;;
Laxity [LXT];lxt-66;;
Laxity [LXT];lxt-67;;
Laxity [LXT];lxt-68;;
Laxity [LXT];lxt-69;;
Laxity [LXT];lxt-70;;
Laxity [LXT];lxt-71;;
Laxity [LXT];lxt-72;;
Laxity [LXT];lxt-73;;
Laxity [LXT];lxt-74;;
Laxity [LXT];lxt-75;;
Laxity [LXT];lxt-76;;
Laxity [LXT];lxt-77;;
Laxity [LXT];lxt-78;;
Laxity [LXT];lxt-79;;
Laxity [LXT];lxt-80;;
Laxity [LXT];lxt-81;;
Laxity [LXT];lxt-82;;
Laxity [LXT];lxt-83;;
Laxity [LXT];lxt-84;;
Laxity [LXT];lxt-85;;
Laxity [LXT];lxt-86;;
Laxity [LXT];lxt-87;;
Laxity [LXT];lxt-88;;
Laxity [LXT];lxt-89;;
Laxity [LXT];lxt-90;;
Laxity [LXT];lxt-91;;
Laxity [LXT];lxt-92;;
Laxity [LXT];lxt-93;;
Laxity [LXT];lxt-94;;
Laxity [LXT];lxt-95;;
Laxity [LXT];lxt-96;;
Laxity [LXT];lxt-97;;
Laxity [LXT];lxt-98;;
Laxity [LXT];lxt-99;;
Laxity+Alpha Flight;lxt_afl-01;;
Laxity+Excess;lxt_ex-01;99-05-17;
Laxity+Fantastic 4 Cracking Group;lxt_f4cg-01;1998;
Laxity+Onslaught;lxt_ons-01;;
Laxity+Onslaught;lxt_ons-02;;
Laxity+Onslaught;lxt_ons-03;;
Laxity+Onslaught;lxt_ons-04;;
Laxity+Onslaught;lxt_ons-05;;
Laxity+Onslaught;lxt_ons-06;;
Lynx;lynx-01;;
Motiv 8 [M8];m8-01;;
Motiv 8 [M8];m8-02;;
Motiv 8 [M8];m8-03;1996;
Motiv 8 [M8];m8-04;;
Motiv 8 [M8];m8-05;;
Motiv 8 [M8];m8-06;;
Motiv 8 [M8];m8-07;2-24-45;
Motiv 8 [M8];m8-08;;
Motiv 8 [M8];m8-09;;
Motiv 8 [M8];m8-10;;
Motiv 8 [M8];m8-11;;
Motiv 8 [M8];m8-12;;
Motiv 8 [M8];m8-13;;
Motiv 8 [M8];m8-14;;
Motiv 8 [M8];m8-15;1996;
Motiv 8 [M8];m8-16;;
Motiv 8 [M8];m8-17;;
Motiv 8 [M8];m8-18;;
Motiv 8 [M8];m8-19;;
Motiv 8 [M8];m8-20;;
Motiv 8 [M8];m8-21;;
Motiv 8 [M8];m8-22;11.09.93;
Motiv 8 [M8];m8-23;;
Motiv 8 [M8];m8-24;346/67/79;
Motiv 8 [M8];m8-25;;
Motiv 8 [M8];m8-26;;
Motiv 8 [M8];m8-27;;
Motiv 8 [M8];m8-28;;
Motiv 8 [M8];m8-29;;
Motiv 8 [M8];m8-30;;
Motiv 8 [M8];m8-31;;
Motiv 8 [M8];m8-32;;
Motiv 8 [M8];m8-33;;
Motiv 8 [M8];m8-34;;
Motiv 8 [M8];m8-35;;
Motiv 8 [M8];m8-36;;
Motiv 8 [M8];m8-37;;
Motiv 8 [M8];m8-38;;
Motiv 8 [M8];m8-39;;
Motiv 8 [M8];m8-40;;
Motiv 8 [M8];m8-41;;
Motiv 8 [M8];m8-42;;
Motiv 8 [M8];m8-43;;
Motiv 8 [M8];m8-44;;
Motiv 8 [M8];m8-45;;
Motiv 8 [M8];m8-46;;
Motiv 8 [M8];m8-47;;
Motiv 8 [M8];m8-48;;
Motiv 8 [M8];m8-49;;
Motiv 8 [M8];m8-50;;
Motiv 8 [M8];m8-51;;
Motiv 8 [M8];m8-52;;
Motiv 8 [M8];m8-53;;
Motiv 8 [M8];m8-54;;
Motiv 8 [M8];m8-55;;
Motiv 8 [M8];m8-56;;
Motiv 8 [M8];m8-57;;
Motiv 8 [M8];m8-58;;
Motiv 8 [M8];m8-59;;
Motiv 8 [M8];m8-60;;
Motiv 8-Quality;m8q-01;;
Motiv 8-Quality;m8q-02;;
Motiv 8-Quality;m8q-03;1993;
Dr. Mabuse;mabuse-01;;
Mac;mac-01;;
Mach 3;mach3-01;;
Mach 3;mach3-02;;
Mad Aussie Dealers [MAD];mad-01;;
Mad Aussie Dealers [MAD];mad-02;;
Mad Energy;madenergy-01;;
Madness (DE);madness-01;;
Madness (DE);madness-02;;
Madness (DE);madness-03;;
Madness (NL);madness_nl-01;;
Madness (NL);madness_nl-02;;
Madness (NL);madness_nl-03;;
Madsquad;madsquad-01;29/12/87;
Madsquad;madsquad-02;;
Madsquad;madsquad-03;;
Magervalp;magervalp-01;;
Magervalp;magervalp-02;;
Magic;magic-01;;
Magicans (DE);magicans-01;;
Magicans (DE);magicans-02;;
Magicans (DE);magicans-03;;
The Magic Boys [TMB];magicboys-01;;
The Magic Boys [TMB];magicboys-02;;
The Magic Boys [TMB];magicboys-03;;
The Magic Cracking Service;magiccs-01;;
Magnus;magnus-01;;
Majic 12 [M12];majic12-01;;
Mak-Soft;maksoft-01;;
Mak-Soft;maksoft-02;;
Malaria;malaria-01;;
Malibu;malibu-01;;
Malaria+Yulk;mal_yulk-01;;
Maniacs;maniacs-01;;
Maniacs;maniacs-02;;
Maniax;maniax-01;;
Maniax;maniax-02;;
Maniax;maniax-03;;
Maniax;maniax-04;;
Maniax;maniax-05;;
Maniax;maniax-06;;
Manowar;manowar-01;;
Manowar;manowar-02;;
Manowar;manowar-03;;
Manowar;manowar-04;;
Manowar;manowar-05;;
Manowar;manowar-06;;
Manowar;manowar-07;;
Manowar;manowar-08;;
Manowar;manowar-09;;
Manowar;manowar-10;;
Manowar;manowar-11;;
Manowar;manowar-12;;
Manowar;manowar-13;;
Manowar;manowar-14;;
Manowar;manowar-15;;
Manowar;manowar-16;;
Manowar;manowar-17;;
Manowar;manowar-18;;
Manowar;manowar-19;;
Manowar;manowar-20;;
Manowar;manowar-21;;
Mantronix;mantronix-01;;
Mantronix;mantronix-02;;
Mantronix;mantronix-03;;
Mantronix;mantronix-04;;
Marathon;marathon-01;;
Mario's Software;mariosoft-01;;
Mario's Software;mariosoft-02;;
Mario's Software;mariosoft-03;;
Markiz;markiz-01;;
MarSoftware Electronics;marsoft-01;;
Masoko;masoko-01;;
Masoko;masoko-02;;
Massive;massive-01;;
Massive;massive-02;;
Massive;massive-03;;
Master;master-01;;
Matrix;matrix-01;0.1.23;
Matrix;matrix-02;;
Matrix;matrix-03;;
Matrix;matrix-04;;
Matrix;matrix-05;;
Men at Work [MAW];maw-01;15/04/88;
Men at Work [MAW];maw-02;;
Men at Work [MAW];maw-03;;
Men at Work [MAW];maw-04;;
Men at Work [MAW];maw-05;;
Men at Work [MAW];maw-06;;
Men at Work [MAW];maw-07;;
Maximum Cracker;maxcr-01;;
Mayday Industries [MDI];mayday-01;;
Mayday Industries [MDI];mayday-02;;
Mayday! (DE);mayday_de-01;;
Mayday! (DE);mayday_de-02;;
Mayday! (DE);mayday_de-03;;
Mayday! (DE);mayday_de-04;;
Mayday! (DE);mayday_de-05;;
Mayday! (DE);mayday_de-06;;
Mayday! (DE);mayday_de-07;;
Mayday! (DE);mayday_de-08;;
Mayday! (DE);mayday_de-09;;
Mayday! (DE);mayday_de-10;;
Mayday! (DE);mayday_de-11;;
Mayday! (DE);mayday_de-12;;
Mayday! (DE);mayday_de-13;;
Mayday! (DE);mayday_de-14;;
Mayday! (DE);mayday_de-15;;
Mayday! (DE);mayday_de-16;;
Mayday! (DE);mayday_de-17;;
Mayday! (DE);mayday_de-18;;
Mayday! (DE);mayday_de-19;;
Mayday! (DE);mayday_de-20;;
Mayday! (DE);mayday_de-21;;
Mayday! (DE);mayday_de-22;;
Mayhem (UK);mayhem_uk-01;;
Mayhem (UK);mayhem_uk-02;;
Mayhem (UK);mayhem_uk-03;1995;
Mayhem (UK);mayhem_uk-04;;
Mayhem (UK);mayhem_uk-05;;
Mayhem (UK);mayhem_uk-06;;
Mayhem (UK);mayhem_uk-07;;
Mayhem (UK);mayhem_uk-08;;
Mayhem (UK);mayhem_uk-09;;
Mayhem (UK);mayhem_uk-10;;
Mayhem (UK);mayhem_uk-11;;
Mayhem (UK);mayhem_uk-12;;
Mayhem (UK);mayhem_uk-13;;
Mayhem (UK);mayhem_uk-14;;
Mayhem (UK);mayhem_uk-15;;
Mayhem (UK);mayhem_uk-16;;
Mayhem (UK);mayhem_uk-17;;
Mayhem (UK);mayhem_uk-18;;
Mayhem (UK);mayhem_uk-19;;
Mayhem (UK);mayhem_uk-20;;
Mayhem (UK);mayhem_uk-21;;
Mayhem (UK);mayhem_uk-22;;
Mayhem (UK);mayhem_uk-23;;
Mayhem (UK);mayhem_uk-24;;
Mayhem (UK);mayhem_uk-25;;
Mayhem (UK);mayhem_uk-26;;
Mayhem (UK);mayhem_uk-27;;
Mayhem (UK);mayhem_uk-28;;
Mayhem (UK);mayhem_uk-29;;
Mayhem (UK);mayhem_uk-30;;
Mayhem (UK);mayhem_uk-31;;
Mayhem (UK);mayhem_uk-32;;
Mayhem (UK);mayhem_uk-33;;
Mayhem (UK);mayhem_uk-34;;
Mayhem (UK);mayhem_uk-35;;
Mayhem (UK);mayhem_uk-36;;
Mayhem (UK);mayhem_uk-37;;
Mayhem (UK);mayhem_uk-38;;
Mayhem (UK);mayhem_uk-39;;
Mayhem (UK);mayhem_uk-40;;
Mayhem (UK);mayhem_uk-41;;
Mayhem (UK);mayhem_uk-42;;
Mayhem (UK);mayhem_uk-43;;
Mayhem (UK);mayhem_uk-44;;
Mayhem (UK);mayhem_uk-45;;
Mayhem (UK);mayhem_uk-46;;
Mayhem (UK);mayhem_uk-47;;
Mayhem (UK);mayhem_uk-48;;
Mayhem (UK);mayhem_uk-49;;
Mayhem (UK);mayhem_uk-50;;
Mayhem (UK);mayhem_uk-51;;
Mayhem (UK);mayhem_uk-52;;
Mayhem (UK);mayhem_uk-53;;
Mayhem (UK);mayhem_uk-54;;
Mayhem (UK);mayhem_uk-55;;
Mayhem (UK);mayhem_uk-56;;
Mayhem (UK);mayhem_uk-57;;
Mayhem (UK);mayhem_uk-58;;
Mayhem (UK);mayhem_uk-59;;
Mayhem (UK);mayhem_uk-60;;
Mayhem (UK);mayhem_uk-61;;
Mayhem (UK);mayhem_uk-62;;
Mayhem (UK);mayhem_uk-63;;
Mayhem (UK);mayhem_uk-64;;
Mayhem (UK);mayhem_uk-65;;
Mayhem (UK);mayhem_uk-66;;
Mayhem (UK);mayhem_uk-67;;
Mayhem (UK);mayhem_uk-68;;
Mayhem (UK);mayhem_uk-69;;
Mayhem (UK);mayhem_uk-70;;
Mayhem (UK);mayhem_uk-71;;
Mayhem (US);mayhem_us-01;03/14/89;
Mayhem (US);mayhem_us-02;12/31/1988;
Mayhem (US);mayhem_us-03;1989;
Mayhem (US);mayhem_us-04;11/19/88;
Mayhem (US);mayhem_us-05;10-21-88;
Mayhem (US);mayhem_us-06;09/09/88;
Mayhem (US);mayhem_us-07;88/10/21;
Mayhem (US);mayhem_us-08;06/28/88;
Mayhem (US);mayhem_us-09;08/30/88;
Mayhem (US);mayhem_us-10;07/05/88;
Mayhem (US);mayhem_us-11;6/29/88;
Mayhem (US);mayhem_us-12;;
Mayhem (US);mayhem_us-13;09/19/88;
Mayhem (US);mayhem_us-14;07/21/88;
Mayhem (US);mayhem_us-15;89/01/07;
Mayhem (US);mayhem_us-16;;
Mayhem (US);mayhem_us-17;;
Mazix 2010;mazix-01;;
The Magic Breakers [TMB];mb-01;;
The Mercenary Cracker 1991 [TMC];mc-01;;
The Mercenary Cracker 1991 [TMC];mc-02;;
Magic Cracking Association [MCA];mca-01;;
Magic Cracking Association [MCA];mca-02;;
Mc. Crack [MCC];mcc-01;;
Madonna Cracking Group [MCG];mcg-01;;
Madonna Cracking Group [MCG];mcg-02;;
Madonna Cracking Group [MCG];mcg-03;;
Madonna Cracking Group [MCG];mcg-04;;
Madonna Cracking Group [MCG];mcg-05;;
Madonna Cracking Group [MCG];mcg-06;;
Madonna Cracking Group [MCG];mcg-07;1988;
Madonna Cracking Group [MCG];mcg-08;;
Madonna Cracking Group [MCG];mcg-09;;
Madonna Cracking Group [MCG];mcg-10;;
Madonna Cracking Group [MCG];mcg-11;;
Madonna Cracking Group [MCG];mcg-12;;
Madonna Cracking Group [MCG];mcg-13;;
Madonna Cracking Group [MCG];mcg-14;;
Madonna Cracking Group [MCG];mcg-15;;
Madonna Cracking Group [MCG];mcg-16;;
Madonna Cracking Group [MCG];mcg-17;;
Madonna Cracking Group [MCG];mcg-18;;
Madonna Cracking Group [MCG];mcg-19;;
Madonna Cracking Group [MCG];mcg-20;;
Madonna Cracking Group [MCG];mcg-21;;
The Magic Circle [MCL];mcl-01;;
The Magic Circle [MCL];mcl-02;;
The Magic Circle [MCL];mcl-03;;
Micronet [MCN];mcn-01;3/2/7;
Magic Circle Projects [MCP];mcp-01;;
Magic Circle Projects [MCP];mcp-02;;
Magic Circle Projects [MCP];mcp-03;;
Magic Circle Projects [MCP];mcp-04;;
Magic Circle Projects [MCP];mcp-05;;
Magic Circle Projects [MCP];mcp-06;;
Rhein-main Cracking/Copy Service [RMCS];mcs-01;;
Migges+Eurosoft;m_e-01;;
Mechanix 2124;mechanix-01;;
Mechanix 2124;mechanix-02;;
Mechanix 2124;mechanix-03;;
Mechanix 2124;mechanix-04;;
Mechanix 2124;mechanix-05;91.12.26;
Mechanix 2124;mechanix-06;;
Mechanix 2124;mechanix-07;;
Mechanix 2124;mechanix-08;;
Mechanix 2124;mechanix-09;;
Mechanix 2124;mechanix-10;;
Mechanix 2124;mechanix-11;;
Mechanix 2124;mechanix-12;;
Mechanix 2124;mechanix-13;;
Mechanix 2124;mechanix-14;;
Mechanix 2124;mechanix-15;;
Mechanix 2124;mechanix-16;;
Mechanix 2124;mechanix-17;;
Mechanix 2124;mechanix-18;;
Mechanix 2124;mechanix-19;;
Me+Clonekid;me_clonekid-01;;
The Media Team;mediateam-01;;
The Mediator [TM];mediator-01;;
Medina;medina-01;;
Megabyte;megabyte-01;;
Megabyte;megabyte-02;;
Megadeath [MGD];megadeath-01;;
Megadeath [MGD];megadeath-02;;
Megadeath [MGD];megadeath-03;;
Megadeath [MGD];megadeath-04;;
Megadeth;megadeth-01;;
Megaforce Crackings;megaforce-01;;
Mega Importers;megaimporters-01;;
Mega Importers;megaimporters-02;;
Megatron;megatron-01;;
Megatron;megatron-02;;
Megatron Industries;megatron91-01;;
Meistersoft;meistersoft-01;;
Menace;menace-01;;
Men-Soft;mensoft-01;;
Men-Soft;mensoft-02;;
Men-Soft;mensoft-03;;
Men-Soft;mensoft-04;;
Men-Soft;mensoft-05;;
Mental;mental-01;;
Mental;mental-02;;
Mental;mental-03;;
Mental;mental-04;;
Mental;mental-05;;
Mental;mental-06;;
Mental;mental-07;;
Merlin;merlin-01;;
Metaloid;metaloid-01;;
The Metro Boys [TMB];metroboys-01;;
The Metro Boys [TMB];metroboys-02;;
The Metro Boys [TMB];metroboys-03;;
The Metro Boys [TMB];metroboys-04;;
Magicans (SE);mgs-01;;
The MachineGun-Soft oHg & Co GmbH;mgsoft-01;;
The MachineGun-Soft oHg & Co GmbH;mgsoft-02;;
Megaunit [MGT];mgt-01;;
Megaunit [MGT];mgt-02;;
Megaunit [MGT];mgt-03;;
Megaunit [MGT];mgt-04;;
Megaunit [MGT];mgt-05;;
Megaunit [MGT];mgt-06;;
